study,dataset,method,seed,case,kind,wait,mse,nmse,difference_error,difference_target_energy,difference_output_energy,repeat_mse,wrong_mse,wrong_ratio,repeat_vs_difference,source_file,source_pointer
pi4,screen,ode_behavior,733,reset_iso,reset,256,0.06160621262520111,0.22585124549244642,0.9979379167624607,0.08296559125478338,1.7904027734668884e-05,0.00014371991188006275,0.061700705616861196,1.001533822444742,0.0017322833442927651,results/source_records/pi4/run/summary.json,/records/121
pi4,screen,ode_behavior,733,reset_ring4,reset,0,0.05718677419680664,0.20964937832845582,0.9962553086005457,0.06332779317069659,2.7686955892209414e-05,0.0002151225787463387,0.057319189196027964,1.0023154829255734,0.00339696945015102,results/source_records/pi4/run/summary.json,/records/122
pi4,screen,ode_behavior,733,reset_ring4,reset,256,0.05698736596722539,0.20891833846910976,0.9958452303061522,0.06332779317069659,2.6287596216972505e-05,0.00019553752491275855,0.057132065963276024,1.0025391592258162,0.0030877047047210044,results/source_records/pi4/run/summary.json,/records/123
pi4,screen,ode_behavior,733,reset_null,reset,0,0.08507715370769191,0.3118968089262864,,0.0,0.0,0.0001388223349218648,0.08507715370769191,1.0,,results/source_records/pi4/run/summary.json,/records/124
pi4,screen,ode_behavior,733,reset_null,reset,256,0.08499291887843811,0.31158800011804894,,0.0,0.0,0.0001387035343742492,0.08499291887843811,1.0,,results/source_records/pi4/run/summary.json,/records/125
pi4,screen,ode_behavior,739,ring4,general,0,0.03129782762666633,0.04191652142196603,,,,7.679090345524165e-05,0.03140385830562068,1.0033877967576257,,results/source_records/pi4/run/summary.json,/records/126
pi4,screen,ode_behavior,739,ring8,general,0,0.022745953876618676,0.03046317700721174,,,,8.703982887311593e-05,0.022645101142196516,0.9955661242008483,,results/source_records/pi4/run/summary.json,/records/127
pi4,screen,ode_behavior,739,long8,general,0,0.2991032823483292,0.40058272706608,,,,0.0007147255076022965,0.30094398914763415,1.006154084250942,,results/source_records/pi4/run/summary.json,/records/128
pi4,screen,ode_behavior,739,reset_iso,reset,0,0.06599930057972499,0.24195651059165513,0.9961322988260654,0.08296559125478338,5.563068051924751e-05,0.000492127169452661,0.06618755897766888,1.0028524301968396,0.005931702070818273,results/source_records/pi4/run/summary.json,/records/129
pi4,screen,ode_behavior,739,reset_iso,reset,256,0.06585466558008045,0.24142627194494184,0.9954078799281298,0.08296559125478338,4.8739615562287593e-05,0.00043032419814137174,0.06606952936661824,1.0032626964945484,0.005186779141003969,results/source_records/pi4/run/summary.json,/records/130
pi4,screen,ode_behavior,739,reset_ring4,reset,0,0.06130601241799046,0.2247506975475809,1.0047947169263194,0.06332779317069659,0.0001272665768065442,0.0007168164220719757,0.06121782628500375,0.9985615418535877,0.01131914418902671,results/source_records/pi4/run/summary.json,/records/131
pi4,screen,ode_behavior,739,reset_ring4,reset,256,0.061080829219829956,0.22392516545266164,1.0011547434609556,0.06332779317069659,0.00011092129852242819,0.0006215616560854392,0.06109972619120674,1.000309376470787,0.009814989990414696,results/source_records/pi4/run/summary.json,/records/132
pi4,screen,ode_behavior,739,reset_null,reset,0,0.08496437573369599,0.31148335961970347,,0.0,0.0,0.000875851478778699,0.08496437573369599,1.0,,results/source_records/pi4/run/summary.json,/records/133
pi4,screen,ode_behavior,739,reset_null,reset,256,0.08467099607156096,0.3104078161108294,,0.0,0.0,0.0007894126106690369,0.08467099607156096,1.0,,results/source_records/pi4/run/summary.json,/records/134
c1,d01,fixed_mse,811,ring4,general,0,0.017274360062802155,0.02466653333831384,,,,0.0007303506847058506,0.018940653765720086,1.096460517024075,,results/source_records/c1/run/datasets/d01/summary.json,/records/0
c1,d01,fixed_mse,811,ring8,general,0,0.016023801040251463,0.022880825751512967,,,,0.0010552603846187257,0.017122818063731778,1.068586537034478,,results/source_records/c1/run/datasets/d01/summary.json,/records/1
c1,d01,fixed_mse,811,long8,general,0,0.1823645494159374,0.2604033504882908,,,,0.005021983127123211,0.18619397460055165,1.02099873685362,,results/source_records/c1/run/datasets/d01/summary.json,/records/2
c1,d01,fixed_mse,811,reset_iso,reset,0,0.10176007939347124,0.3862569323234487,0.9464331690552318,0.08879794704154964,0.0005160464135009325,0.0032659720569411625,0.10439641490062297,1.0259073648808579,0.03677981491411028,results/source_records/c1/run/datasets/d01/summary.json,/records/3
c1,d01,fixed_mse,811,reset_iso,reset,256,0.10232170421279564,0.3883887258629383,0.9458757374884499,0.08879794704154964,0.0005183426795944121,0.003267358745148864,0.10498393724263962,1.0260182631859551,0.03679543113333496,results/source_records/c1/run/datasets/d01/summary.json,/records/4
c1,d01,fixed_mse,811,reset_ring4,reset,0,0.04830441541634045,0.18335201218003597,0.9304443357337628,0.09364239752875307,0.0005741759959779566,0.0020582456598358567,0.051848183003732805,1.0733632227374719,0.021979847955130246,results/source_records/c1/run/datasets/d01/summary.json,/records/5
c1,d01,fixed_mse,811,reset_ring4,reset,256,0.048325995063183545,0.18343392336013645,0.930375268505977,0.09364239752875307,0.0005739264013591469,0.0020628480326133577,0.05187287166356027,1.0733947970598305,0.022028996341960982,results/source_records/c1/run/datasets/d01/summary.json,/records/6
c1,d01,fixed_mse,811,reset_null,reset,0,0.04214879544466949,0.15998675046858407,,0.0,0.0,0.0014187549632890314,0.04214879544466949,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/7
c1,d01,fixed_mse,811,reset_null,reset,256,0.04218372835997703,0.16011934746324277,,0.0,0.0,0.0013956861759372042,0.04218372835997703,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/8
c1,d01,fixed_mse,821,ring4,general,0,0.023936052580442433,0.03417894711101336,,,,0.00011695871495264545,0.024179089903425155,1.0101536091703485,,results/source_records/c1/run/datasets/d01/summary.json,/records/9
c1,d01,fixed_mse,821,ring8,general,0,0.020496041348098296,0.029266860559714145,,,,0.00011516263669123335,0.020852998207479313,1.0174158928213781,,results/source_records/c1/run/datasets/d01/summary.json,/records/10
c1,d01,fixed_mse,821,long8,general,0,0.1107326452518742,0.15811818648070736,,,,0.000610977459197598,0.11016219752338159,0.9948484231800382,,results/source_records/c1/run/datasets/d01/summary.json,/records/11
c1,d01,fixed_mse,821,reset_iso,reset,0,0.07559050225869655,0.28692347420776587,1.0031211022777926,0.08879794704154964,2.2078156833685678e-05,0.00026531654882405633,0.07546296760072264,0.9983128216619405,0.002987868049470913,results/source_records/c1/run/datasets/d01/summary.json,/records/12
c1,d01,fixed_mse,821,reset_iso,reset,256,0.07632078361228417,0.2896954476284928,1.0029905260818297,0.08879794704154964,1.8547679796341825e-05,0.0002260932791761745,0.0761972811645821,0.9983817979604419,0.002546154350509733,results/source_records/c1/run/datasets/d01/summary.json,/records/13
c1,d01,fixed_mse,821,reset_ring4,reset,0,0.04854324614095638,0.18425855651043133,1.0020859901713406,0.09364239752875307,3.025365150912681e-05,0.00038354015068540857,0.048460704404303674,0.9982996247013843,0.00409579593012494,results/source_records/c1/run/datasets/d01/summary.json,/records/14
c1,d01,fixed_mse,821,reset_ring4,reset,256,0.04828365553832395,0.18327321264640886,1.0026208939938002,0.09364239752875307,2.770704334770045e-05,0.0003571351679472058,0.04817479565945338,0.9977454093386909,0.0038138191393225144,results/source_records/c1/run/datasets/d01/summary.json,/records/15
c1,d01,fixed_mse,821,reset_null,reset,0,0.040604268222489616,0.15412409440261865,,0.0,0.0,0.00025639952154917297,0.040604268222489616,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/16
c1,d01,fixed_mse,821,reset_null,reset,256,0.04040306265824114,0.15336036618546073,,0.0,0.0,0.00024384353082957018,0.04040306265824114,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/17
c1,d01,fixed_mse,823,ring4,general,0,0.027970293118369894,0.03993955001391608,,,,0.00026609600614999437,0.02961169733356674,1.0586838403248204,,results/source_records/c1/run/datasets/d01/summary.json,/records/18
c1,d01,fixed_mse,823,ring8,general,0,0.02232391879749003,0.03187693698974425,,,,0.00023010841100581372,0.02302050896656731,1.0312037584169855,,results/source_records/c1/run/datasets/d01/summary.json,/records/19
c1,d01,fixed_mse,823,long8,general,0,0.14165216248470866,0.20226901463616512,,,,0.0008828143974484239,0.14321673468508037,1.0110451698931218,,results/source_records/c1/run/datasets/d01/summary.json,/records/20
c1,d01,fixed_mse,823,reset_iso,reset,0,0.09172270495044531,0.34815745869829623,0.9853880542487008,0.08879794704154964,4.562396508743169e-05,0.0003717526616849856,0.09239427232432688,1.0073217135740207,0.00418650063509957,results/source_records/c1/run/datasets/d01/summary.json,/records/21
c1,d01,fixed_mse,823,reset_iso,reset,256,0.09188155255729269,0.3487604062362059,0.9854934446622273,0.08879794704154964,4.377906984359668e-05,0.00035082492565395254,0.09254751825746887,1.007248089324143,0.00395082248342743,results/source_records/c1/run/datasets/d01/summary.json,/records/22
c1,d01,fixed_mse,823,reset_ring4,reset,0,0.04999692936183383,0.1897763904666637,0.9761705228082597,0.09364239752875307,9.59682259859361e-05,0.0003866572312859194,0.05116063816457792,1.023275605474132,0.004129082995415571,results/source_records/c1/run/datasets/d01/summary.json,/records/23
c1,d01,fixed_mse,823,reset_ring4,reset,256,0.0496258662816556,0.18836792372899594,0.9760375186564426,0.09364239752875307,8.755581767750704e-05,0.00036572426933273943,0.05079159629409489,1.023490371046081,0.0039055414959921664,results/source_records/c1/run/datasets/d01/summary.json,/records/24
c1,d01,fixed_mse,823,reset_null,reset,0,0.04261807458562263,0.16176802189121203,,0.0,0.0,0.0003153241584186639,0.04261807458562263,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/25
c1,d01,fixed_mse,823,reset_null,reset,256,0.042545325787548216,0.16149188484668606,,0.0,0.0,0.0002848818526470604,0.042545325787548216,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/26
c1,d01,fixed_behavior,811,ring4,general,0,0.02748566663494045,0.03924753854335032,,,,0.0018201849663844064,0.028262364799017878,1.0282582982029649,,results/source_records/c1/run/datasets/d01/summary.json,/records/27
c1,d01,fixed_behavior,811,ring8,general,0,0.021327567645608586,0.03045421980570957,,,,0.0032320297201589173,0.022232986303767802,1.0424529732224597,,results/source_records/c1/run/datasets/d01/summary.json,/records/28
c1,d01,fixed_behavior,811,long8,general,0,0.1708780496070316,0.24400146182516017,,,,0.012001157183802394,0.1760891787543598,1.0304961881254628,,results/source_records/c1/run/datasets/d01/summary.json,/records/29
c1,d01,fixed_behavior,811,reset_iso,reset,0,0.11155305469207925,0.4234287252279492,0.9575028036566967,0.08879794704154964,0.0006820886036982593,0.007362263461378279,0.11378093088940598,1.0199714494907948,0.08291028910762302,results/source_records/c1/run/datasets/d01/summary.json,/records/30
c1,d01,fixed_behavior,811,reset_iso,reset,256,0.11037658954741798,0.4189631448110428,0.9620772851320801,0.08879794704154964,0.0006334259016403039,0.007938449396234476,0.11237703211228577,1.0181237939410004,0.08939901946742056,results/source_records/c1/run/datasets/d01/summary.json,/records/31
c1,d01,fixed_behavior,811,reset_ring4,reset,0,0.0577163559542771,0.21907748823177106,0.9579112333791522,0.09364239752875307,0.0011043042652387864,0.00556748888645383,0.06023915459917395,1.0437102897988815,0.05945478793133551,results/source_records/c1/run/datasets/d01/summary.json,/records/32
c1,d01,fixed_behavior,811,reset_ring4,reset,256,0.05729765613684714,0.21748820382860598,0.9561627527153659,0.09364239752875307,0.001079295080833997,0.005544935620450287,0.05988981615047163,1.0452402452106153,0.05921394332890403,results/source_records/c1/run/datasets/d01/summary.json,/records/33
c1,d01,fixed_behavior,811,reset_null,reset,0,0.04716141957078108,0.17901347322059669,,0.0,0.0,0.00584675873995135,0.04716141957078108,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/34
c1,d01,fixed_behavior,811,reset_null,reset,256,0.04639400939823111,0.17610056767993948,,0.0,0.0,0.005137485308903793,0.04639400939823111,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/35
c1,d01,fixed_behavior,821,ring4,general,0,0.02296457575361478,0.032791748659132966,,,,0.004518071263560892,0.03416137194224026,1.4875681705926151,,results/source_records/c1/run/datasets/d01/summary.json,/records/36
c1,d01,fixed_behavior,821,ring8,general,0,0.01933469142179873,0.027608537092426774,,,,0.005399819331396998,0.02802092706398716,1.4492564920066535,,results/source_records/c1/run/datasets/d01/summary.json,/records/37
c1,d01,fixed_behavior,821,long8,general,0,0.07324880947207701,0.10459398752058302,,,,0.04407396931646235,0.1481865258283442,2.0230571240182957,,results/source_records/c1/run/datasets/d01/summary.json,/records/38
c1,d01,fixed_behavior,821,reset_iso,reset,0,0.04619515733763507,0.1753457727999647,0.5730402585371004,0.08879794704154964,0.0376460807084606,0.03317716751145002,0.0839747719366693,1.8178262999064465,0.3736253890636235,results/source_records/c1/run/datasets/d01/summary.json,/records/39
c1,d01,fixed_behavior,821,reset_iso,reset,256,0.046745752770288494,0.17743570142458462,0.5636940910558385,0.08879794704154964,0.03679912737900837,0.03362398040760201,0.08451685086772019,1.8080113349129534,0.3786571821516205,results/source_records/c1/run/datasets/d01/summary.json,/records/40
c1,d01,fixed_behavior,821,reset_ring4,reset,0,0.030915075158937808,0.11734623404987532,0.3928882714721569,0.09364239752875307,0.04046157805602372,0.02588391216000453,0.07957156316764499,2.5738757793263907,0.2764123179573315,results/source_records/c1/run/datasets/d01/summary.json,/records/41
c1,d01,fixed_behavior,821,reset_ring4,reset,256,0.030464824930072843,0.11563719182805421,0.39269008121495497,0.09364239752875307,0.04061941377574977,0.025966678479492505,0.07920951031890483,2.6000316923113016,0.27729617315190364,results/source_records/c1/run/datasets/d01/summary.json,/records/42
c1,d01,fixed_behavior,821,reset_null,reset,0,0.021812335255218907,0.0827944096811702,,0.0,0.0,0.01901675846607531,0.021812335255218907,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/43
c1,d01,fixed_behavior,821,reset_null,reset,256,0.021340692463664535,0.08100416640596746,,0.0,0.0,0.01938205283053199,0.021340692463664535,1.0,,results/source_records/c1/run/datasets/d01/summary.json,/records/44
c1,d01,fixed_behavior,823,ring4,general,0,0.02155241035518155,0.030775278888152863,,,,0.0058210172502353415,0.030939707930007734,1.435556739136109,,results/source_records/c1/run/datasets/d01/summary.json,/records/45
c1,d01,fixed_behavior,823,ring8,general,0,0.017341952605793725,0.02476305058752374,,,,0.0067311022504911834,0.0269683931132209,1.555095537754561,,results/source_records/c1/run/datasets/d01/summary.json,/records/46
c1,d01,fixed_behavior,823,long8,general,0,0.10810587351154538,0.15436734694341622,,,,0.04999058407181647,0.17904616098647516,1.6562112230410273,,results/source_records/c1/run/datasets/d01/summary.json,/records/47
c1,d01,fixed_behavior,823,reset_iso,reset,0,0.04821582712613073,0.18301575221030975,0.37191461672364384,0.08879794704154964,0.04244311217804345,0.027501116597514714,0.09732372945118384,2.0185017089220256,0.30970441900696877,results/source_records/c1/run/datasets/d01/summary.json,/records/48
c1,d01,fixed_behavior,823,reset_iso,reset,256,0.04829178983641461,0.1833040884971927,0.36885146063302787,0.08879794704154964,0.04246064050315962,0.026977696933864,0.0975444572618862,2.0198973281444297,0.303809917150909,results/source_records/c1/run/datasets/d01/summary.json,/records/49
c1,d01,fixed_behavior,823,reset_ring4,reset,0,0.036333180693206645,0.13791206728374414,0.34152180472851046,0.09364239752875307,0.04614537299849513,0.029230726266994352,0.09023660570926971,2.4835867377320366,0.31215268979010286,results/source_records/c1/run/datasets/d01/summary.json,/records/50
